record,record_len,record_days,missing_frac,condition,horizon,seed,n_gaps_requested,n_gaps_placed,gap_len,actual_missing_pct,skill_honest,skill_naive,bias,n_test
BUOY130,6120,42.5,0.1,MEDIUM,3,12,34,34,18,10.0,-21.976,-18.074,3.903,886
BUOY130,6120,42.5,0.1,MEDIUM,3,13,34,34,18,10.0,-12.176,-11.457,0.719,910
BUOY130,6120,42.5,0.1,MEDIUM,3,14,34,34,18,10.0,-18.815,-11.29,7.525,914
BUOY130,6120,42.5,0.1,FEW-LONG,1,0,4,4,144,9.41,-7.09,-9.452,-2.362,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,1,4,4,144,9.41,-11.229,-12.438,-1.21,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,2,4,4,144,9.41,-13.5,-10.291,3.209,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,3,4,4,144,9.41,-9.256,-6.36,2.896,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,4,4,4,144,9.41,-14.545,-13.454,1.092,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,5,4,4,144,9.41,-13.171,-6.193,6.978,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,6,4,4,144,9.41,-7.79,-7.723,0.067,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,7,4,4,144,9.41,-22.295,-22.099,0.195,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,8,4,4,144,9.41,-12.823,-9.42,3.403,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,9,4,4,144,9.41,-15.509,-15.563,-0.054,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,10,4,4,144,9.41,-13.888,-12.725,1.164,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,11,4,4,144,9.41,-10.806,-9.302,1.504,1297
BUOY130,6120,42.5,0.1,FEW-LONG,1,12,4,4,144,9.41,-14.048,-15.197,-1.149,1312
BUOY130,6120,42.5,0.1,FEW-LONG,1,13,4,4,144,9.41,-14.61,-10.278,4.332,1305
BUOY130,6120,42.5,0.1,FEW-LONG,1,14,4,4,144,9.41,-15.36,-11.668,3.691,1297
BUOY130,6120,42.5,0.1,FEW-LONG,3,0,4,4,144,9.41,-18.059,-16.191,1.867,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,1,4,4,144,9.41,-13.935,-17.308,-3.373,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,2,4,4,144,9.41,-16.702,-14.155,2.547,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,3,4,4,144,9.41,-15.392,-11.464,3.928,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,4,4,4,144,9.41,-14.293,-17.523,-3.23,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,5,4,4,144,9.41,-16.158,-9.029,7.129,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,6,4,4,144,9.41,-12.441,-12.528,-0.087,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,7,4,4,144,9.41,-20.342,-30.419,-10.077,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,8,4,4,144,9.41,-19.107,-15.936,3.171,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,9,4,4,144,9.41,-18.688,-15.601,3.087,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,10,4,4,144,9.41,-15.841,-17.317,-1.476,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,11,4,4,144,9.41,-16.098,-13.423,2.674,1293
BUOY130,6120,42.5,0.1,FEW-LONG,3,12,4,4,144,9.41,-13.605,-9.658,3.947,1308
BUOY130,6120,42.5,0.1,FEW-LONG,3,13,4,4,144,9.41,-12.505,-18.133,-5.627,1301
BUOY130,6120,42.5,0.1,FEW-LONG,3,14,4,4,144,9.41,-19.876,-12.822,7.054,1293
BUOY130,6120,42.5,0.2,MEDIUM,1,0,68,68,18,20.0,-23.499,-8.393,15.106,499
BUOY130,6120,42.5,0.2,MEDIUM,1,1,68,68,18,20.0,-45.12,-17.331,27.789,542
BUOY130,6120,42.5,0.2,MEDIUM,1,2,68,68,18,20.0,-29.655,-12.196,17.459,476
BUOY130,6120,42.5,0.2,MEDIUM,1,3,68,68,18,20.0,-35.157,-15.381,19.776,484
BUOY130,6120,42.5,0.2,MEDIUM,1,4,68,68,18,20.0,-17.205,-8.904,8.3,490
BUOY130,6120,42.5,0.2,MEDIUM,1,5,68,68,18,20.0,-33.797,-35.398,-1.601,506
BUOY130,6120,42.5,0.2,MEDIUM,1,6,68,68,18,20.0,-88.718,-9.35,79.368,528
BUOY130,6120,42.5,0.2,MEDIUM,1,7,68,68,18,20.0,-16.989,-14.886,2.103,514
BUOY130,6120,42.5,0.2,MEDIUM,1,8,68,68,18,20.0,-26.311,-42.974,-16.662,504
BUOY130,6120,42.5,0.2,MEDIUM,1,9,68,68,18,20.0,-20.16,-12.508,7.652,519
BUOY130,6120,42.5,0.2,MEDIUM,1,10,68,68,18,20.0,-12.633,-6.423,6.211,524
BUOY130,6120,42.5,0.2,MEDIUM,1,11,68,68,18,20.0,-37.243,-9.911,27.332,497
BUOY130,6120,42.5,0.2,MEDIUM,1,12,68,68,18,20.0,-20.275,-12.958,7.317,459
BUOY130,6120,42.5,0.2,MEDIUM,1,13,68,68,18,20.0,-38.557,-15.229,23.327,487
BUOY130,6120,42.5,0.2,MEDIUM,1,14,68,68,18,20.0,-28.128,-5.165,22.963,521
BUOY130,6120,42.5,0.2,MEDIUM,3,0,68,68,18,20.0,-28.349,-17.977,10.373,482
BUOY130,6120,42.5,0.2,MEDIUM,3,1,68,68,18,20.0,-67.964,-10.126,57.838,529
BUOY130,6120,42.5,0.2,MEDIUM,3,2,68,68,18,20.0,-27.96,-15.897,12.062,462
BUOY130,6120,42.5,0.2,MEDIUM,3,3,68,68,18,20.0,-47.978,-13.374,34.604,467
BUOY130,6120,42.5,0.2,MEDIUM,3,4,68,68,18,20.0,-7.189,-6.18,1.008,473
BUOY130,6120,42.5,0.2,MEDIUM,3,5,68,68,18,20.0,-54.586,-39.064,15.522,490
BUOY130,6120,42.5,0.2,MEDIUM,3,6,68,68,18,20.0,-77.52,-12.462,65.058,513
BUOY130,6120,42.5,0.2,MEDIUM,3,7,68,68,18,20.0,-11.641,-17.378,-5.737,498
BUOY130,6120,42.5,0.2,MEDIUM,3,8,68,68,18,20.0,-30.579,-26.454,4.125,488
BUOY130,6120,42.5,0.2,MEDIUM,3,9,68,68,18,20.0,-25.448,-9.438,16.01,502
BUOY130,6120,42.5,0.2,MEDIUM,3,10,68,68,18,20.0,-25.998,-16.437,9.561,507
BUOY130,6120,42.5,0.2,MEDIUM,3,11,68,68,18,20.0,-20.948,-12.61,8.339,481
BUOY130,6120,42.5,0.2,MEDIUM,3,12,68,68,18,20.0,-24.818,-14.868,9.95,442
BUOY130,6120,42.5,0.2,MEDIUM,3,13,68,68,18,20.0,-23.903,-15.535,8.368,470
BUOY130,6120,42.5,0.2,MEDIUM,3,14,68,68,18,20.0,-16.989,-7.815,9.174,505
BUOY130,6120,42.5,0.2,FEW-LONG,1,0,8,8,144,18.82,-13.732,-12.704,1.027,1096
BUOY130,6120,42.5,0.2,FEW-LONG,1,1,8,8,144,18.82,-12.732,-10.711,2.021,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,2,8,8,144,18.82,-7.726,-11.131,-3.405,1093
BUOY130,6120,42.5,0.2,FEW-LONG,1,3,8,8,144,18.82,-6.588,-6.489,0.099,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,4,8,8,144,18.82,-15.887,-13.915,1.972,1097
BUOY130,6120,42.5,0.2,FEW-LONG,1,5,8,8,144,18.82,-15.405,-6.421,8.984,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,6,8,8,144,18.82,-12.967,-11.432,1.535,1100
BUOY130,6120,42.5,0.2,FEW-LONG,1,7,8,8,144,18.82,-22.404,-25.023,-2.619,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,8,8,8,144,18.82,-20.076,-10.022,10.054,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,9,8,8,144,18.82,-16.944,-13.445,3.499,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,10,8,8,144,18.82,-12.941,-14.439,-1.498,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,11,8,8,144,18.82,-10.591,-12.24,-1.649,1092
BUOY130,6120,42.5,0.2,FEW-LONG,1,12,8,8,144,18.82,-12.263,-10.298,1.965,1115
BUOY130,6120,42.5,0.2,FEW-LONG,1,13,8,8,144,18.82,-13.955,-13.072,0.883,1100
BUOY130,6120,42.5,0.2,FEW-LONG,1,14,8,8,144,18.82,-17.329,-9.126,8.203,1108
BUOY130,6120,42.5,0.2,FEW-LONG,3,0,8,8,144,18.82,-21.607,-20.453,1.154,1090
BUOY130,6120,42.5,0.2,FEW-LONG,3,1,8,8,144,18.82,-16.274,-14.46,1.815,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,2,8,8,144,18.82,-15.638,-18.288,-2.65,1087
BUOY130,6120,42.5,0.2,FEW-LONG,3,3,8,8,144,18.82,-18.723,-7.524,11.2,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,4,8,8,144,18.82,-16.537,-11.201,5.336,1091
BUOY130,6120,42.5,0.2,FEW-LONG,3,5,8,8,144,18.82,-15.442,-10.019,5.423,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,6,8,8,144,18.82,-16.573,-16.291,0.282,1094
BUOY130,6120,42.5,0.2,FEW-LONG,3,7,8,8,144,18.82,-28.503,-27.727,0.777,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,8,8,8,144,18.82,-15.508,-8.253,7.255,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,9,8,8,144,18.82,-34.334,-17.651,16.683,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,10,8,8,144,18.82,-14.858,-14.894,-0.036,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,11,8,8,144,18.82,-13.339,-12.869,0.47,1086
BUOY130,6120,42.5,0.2,FEW-LONG,3,12,8,8,144,18.82,-20.061,-13.656,6.404,1110
BUOY130,6120,42.5,0.2,FEW-LONG,3,13,8,8,144,18.82,-12.597,-10.79,1.806,1094
BUOY130,6120,42.5,0.2,FEW-LONG,3,14,8,8,144,18.82,-29.701,-16.515,13.186,1103
